topic_id,topic_name,field_name,field_id_scaled,domain_id,domain_name,domain_id_scaled
13970,Pharmacy and Medical Practices,"Pharmacology, Toxicology and Pharmaceutics",4,1,Life Sciences,0
14108,Medical and Pharmaceutic Studies,"Pharmacology, Toxicology and Pharmaceutics",4,1,Life Sciences,0
14331,Medicinal Plant Pharmacodynamics Research,"Pharmacology, Toxicology and Pharmaceutics",4,1,Life Sciences,0
14360,Psidium guajava Extracts and Applications,"Pharmacology, Toxicology and Pharmaceutics",4,1,Life Sciences,0
10800,Forensic Toxicology and Drug Analysis,"Pharmacology, Toxicology and Pharmaceutics",4,1,Life Sciences,0
11931,Organoselenium and organotellurium chemistry,"Pharmacology, Toxicology and Pharmaceutics",4,1,Life Sciences,0
11943,Pharmacovigilance and Adverse Drug Reactions,"Pharmacology, Toxicology and Pharmaceutics",4,1,Life Sciences,0
12356,Bioactive Compounds and Antitumor Agents,"Pharmacology, Toxicology and Pharmaceutics",4,1,Life Sciences,0
12680,Cultural and Mythological Studies,Arts and Humanities,5,2,Social Sciences,1
13571,"Corporeality, Perception, and Education",Arts and Humanities,5,2,Social Sciences,1
13743,Italian Literature and Culture,Arts and Humanities,5,2,Social Sciences,1
14366,Schopenhauer and Stefan Zweig,Arts and Humanities,5,2,Social Sciences,1
12076,Renaissance and Early Modern Studies,Arts and Humanities,5,2,Social Sciences,1
12324,History of Medicine Studies,Arts and Humanities,5,2,Social Sciences,1
12382,History of Education Research in Brazil,Arts and Humanities,5,2,Social Sciences,1
12409,Reformation and Early Modern Christianity,Arts and Humanities,5,2,Social Sciences,1
12454,European Political History Analysis,Arts and Humanities,5,2,Social Sciences,1
12575,Medical History and Research,Arts and Humanities,5,2,Social Sciences,1
12585,North African History and Literature,Arts and Humanities,5,2,Social Sciences,1
12739,Historical Studies on Spain,Arts and Humanities,5,2,Social Sciences,1
12777,"Philosophy, History, and Historiography",Arts and Humanities,5,2,Social Sciences,1
12778,History of Medicine and Tropical Health,Arts and Humanities,5,2,Social Sciences,1
12862,Catholicism and Religious Studies,Arts and Humanities,5,2,Social Sciences,1
12868,Photography and Visual Culture,Arts and Humanities,5,2,Social Sciences,1
12886,Historical and Cultural Studies of Poland,Arts and Humanities,5,2,Social Sciences,1
12909,French Historical and Cultural Studies,Arts and Humanities,5,2,Social Sciences,1
12990,Medical History and Innovations,Arts and Humanities,5,2,Social Sciences,1
12999,Medieval History and Crusades,Arts and Humanities,5,2,Social Sciences,1
13006,Spanish History and Politics,Arts and Humanities,5,2,Social Sciences,1
13089,Medieval and Early Modern Iberia,Arts and Humanities,5,2,Social Sciences,1
13231,"History, Culture, and Diplomacy",Arts and Humanities,5,2,Social Sciences,1
13302,Amazonian Archaeology and Ethnohistory,Arts and Humanities,5,2,Social Sciences,1
13332,"Historical Studies on Reproduction, Gender, Health, and Societal Changes",Arts and Humanities,5,2,Social Sciences,1
13333,American Political and Social Dynamics,Arts and Humanities,5,2,Social Sciences,1
13392,History of Education in Spain,Arts and Humanities,5,2,Social Sciences,1
13484,German History and Society,Arts and Humanities,5,2,Social Sciences,1
13495,Biographical and Historical Analysis,Arts and Humanities,5,2,Social Sciences,1
13519,Historical Architecture and Urbanism,Arts and Humanities,5,2,Social Sciences,1
13575,Travel Writing and Literature,Arts and Humanities,5,2,Social Sciences,1
13577,Sephardic Jews and Inquisition Studies,Arts and Humanities,5,2,Social Sciences,1
13590,"Oral History, Memory, Narrative Analysis",Arts and Humanities,5,2,Social Sciences,1
13593,Historical and Archaeological Studies,Arts and Humanities,5,2,Social Sciences,1
13708,History of Emotions Research,Arts and Humanities,5,2,Social Sciences,1
13750,"Mormonism, Religion, and History",Arts and Humanities,5,2,Social Sciences,1
13766,"Media, Journalism, and Communication History",Arts and Humanities,5,2,Social Sciences,1
13845,Classical Studies and Legal History,Arts and Humanities,5,2,Social Sciences,1
13848,Ottoman and Turkish Studies,Arts and Humanities,5,2,Social Sciences,1
13863,Cultural History and Identity Formation,Arts and Humanities,5,2,Social Sciences,1
13938,Historical and Contemporary Political Dynamics,Arts and Humanities,5,2,Social Sciences,1
14109,Scottish History and National Identity,Arts and Humanities,5,2,Social Sciences,1
14312,Historical Studies in Central America,Arts and Humanities,5,2,Social Sciences,1
14355,Historical Studies of British Isles,Arts and Humanities,5,2,Social Sciences,1
14386,"Libraries, Manuscripts, and Books",Arts and Humanities,5,2,Social Sciences,1
14451,Historical and Religious Studies of Rome,Arts and Humanities,5,2,Social Sciences,1
14494,American Literature and Culture,Arts and Humanities,5,2,Social Sciences,1
14518,American Sports and Literature,Arts and Humanities,5,2,Social Sciences,1
10021,EFL/ESL Teaching and Learning,Arts and Humanities,5,2,Social Sciences,1
10034,"Syntax, Semantics, Linguistic Variation",Arts and Humanities,5,2,Social Sciences,1
10383,"Language, Discourse, Communication Strategies",Arts and Humanities,5,2,Social Sciences,1
10759,Translation Studies and Practices,Arts and Humanities,5,2,Social Sciences,1
12341,Spanish Linguistics and Language Studies,Arts and Humanities,5,2,Social Sciences,1
12353,Lexicography and Language Studies,Arts and Humanities,5,2,Social Sciences,1
12373,Linguistic research and analysis,Arts and Humanities,5,2,Social Sciences,1
12768,Linguistics and language evolution,Arts and Humanities,5,2,Social Sciences,1
12881,linguistics and terminology studies,Arts and Humanities,5,2,Social Sciences,1
13122,Linguistics and Cultural Studies,Arts and Humanities,5,2,Social Sciences,1
13156,Historical Linguistics and Language Studies,Arts and Humanities,5,2,Social Sciences,1
13260,Linguistics and Language Studies,Arts and Humanities,5,2,Social Sciences,1
13310,Subtitles and Audiovisual Media,Arts and Humanities,5,2,Social Sciences,1
13538,Linguistics and Language Analysis,Arts and Humanities,5,2,Social Sciences,1
13606,Umberto Eco and Semiotics,Arts and Humanities,5,2,Social Sciences,1
13912,"Language, Linguistics, Cultural Analysis",Arts and Humanities,5,2,Social Sciences,1
14006,"Linguistics, Language Diversity, and Identity",Arts and Humanities,5,2,Social Sciences,1
14021,Medieval European Literature and History,Arts and Humanities,5,2,Social Sciences,1
14081,Linguistic Education and Pedagogy,Arts and Humanities,5,2,Social Sciences,1
14170,Classical Studies and Philology,Arts and Humanities,5,2,Social Sciences,1
10992,Forensic Anthropology and Bioarchaeology Studies,Arts and Humanities,5,2,Social Sciences,1
11212,Cultural Heritage Materials Analysis,Arts and Humanities,5,2,Social Sciences,1
11846,Cultural Heritage Management and Preservation,Arts and Humanities,5,2,Social Sciences,1
11857,Archaeological and Historical Studies,Arts and Humanities,5,2,Social Sciences,1
12307,Ancient Near East History,Arts and Humanities,5,2,Social Sciences,1
12555,Ancient Egypt and Archaeology,Arts and Humanities,5,2,Social Sciences,1
12624,Maritime and Coastal Archaeology,Arts and Humanities,5,2,Social Sciences,1
13068,Ancient Mediterranean Archaeology and History,Arts and Humanities,5,2,Social Sciences,1
13070,Cultural Identity and Heritage,Arts and Humanities,5,2,Social Sciences,1
13198,"Historical, Religious, and Philosophical Studies",Arts and Humanities,5,2,Social Sciences,1
13339,Landscape and Cultural Studies,Arts and Humanities,5,2,Social Sciences,1
13372,Archaeology and Historical Studies,Arts and Humanities,5,2,Social Sciences,1
13409,Paleopathology and ancient diseases,Arts and Humanities,5,2,Social Sciences,1
13599,Architecture and Cultural Influences,Arts and Humanities,5,2,Social Sciences,1
13621,Ancient and Medieval Archaeology Studies,Arts and Humanities,5,2,Social Sciences,1
13714,Medieval Architecture and Archaeology,Arts and Humanities,5,2,Social Sciences,1
13831,Archaeological and Geological Studies,Arts and Humanities,5,2,Social Sciences,1
14197,Historical Studies of Medieval Iberia,Arts and Humanities,5,2,Social Sciences,1
14388,Medieval European History and Architecture,Arts and Humanities,5,2,Social Sciences,1
14506,Historical and Architectural Studies,Arts and Humanities,5,2,Social Sciences,1
10595,Medieval Literature and History,Arts and Humanities,5,2,Social Sciences,1
12266,Byzantine Studies and History,Arts and Humanities,5,2,Social Sciences,1
13167,"Historical, Literary, and Cultural Studies",Arts and Humanities,5,2,Social Sciences,1
13195,Medieval Iberian Studies,Arts and Humanities,5,2,Social Sciences,1
14469,Renaissance Literature and Culture,Arts and Humanities,5,2,Social Sciences,1
11657,Digital and Traditional Archives Management,Arts and Humanities,5,2,Social Sciences,1
12372,Art Therapy and Mental Health,Arts and Humanities,5,2,Social Sciences,1
12981,Conservation Techniques and Studies,Arts and Humanities,5,2,Social Sciences,1
13520,Architectural and Urban Studies,Arts and Humanities,5,2,Social Sciences,1
14191,Historical Art and Architecture Studies,Arts and Humanities,5,2,Social Sciences,1
14357,"Architecture, Design, and Social History",Arts and Humanities,5,2,Social Sciences,1
10778,Philosophy and History of Science,Arts and Humanities,5,2,Social Sciences,1
11137,Historical Philosophy and Science,Arts and Humanities,5,2,Social Sciences,1
12182,Evolution and Science Education,Arts and Humanities,5,2,Social Sciences,1
12445,Twentieth Century Scientific Developments,Arts and Humanities,5,2,Social Sciences,1
12471,History of Science and Natural History,Arts and Humanities,5,2,Social Sciences,1
12648,Academic Writing and Publishing,Arts and Humanities,5,2,Social Sciences,1
13308,Cybernetics and Technology in Society,Arts and Humanities,5,2,Social Sciences,1
13359,Sports Science and Education,Arts and Humanities,5,2,Social Sciences,1
13516,Publishing and Scholarly Communication,Arts and Humanities,5,2,Social Sciences,1
13558,"Philosophy, Science, and History",Arts and Humanities,5,2,Social Sciences,1
13641,Historical Studies and Socio-cultural Analysis,Arts and Humanities,5,2,Social Sciences,1
13757,Graphic Design and Typography,Arts and Humanities,5,2,Social Sciences,1
14116,Aviation History and Innovations,Arts and Humanities,5,2,Social Sciences,1
14131,Giambattista Vico and Joyce,Arts and Humanities,5,2,Social Sciences,1
14151,Literary Analysis and Cultural Studies,Arts and Humanities,5,2,Social Sciences,1
14266,"Interdisciplinary Studies: Technology, Society, and Humanities",Arts and Humanities,5,2,Social Sciences,1
14442,Historical Studies in Science,Arts and Humanities,5,2,Social Sciences,1
14475,History of Science and Medicine,Arts and Humanities,5,2,Social Sciences,1
14517,Diverse Historical and Scientific Studies,Arts and Humanities,5,2,Social Sciences,1
10011,"Literature: history, themes, analysis",Arts and Humanities,5,2,Social Sciences,1
10366,Discourse Analysis in Language Studies,Arts and Humanities,5,2,Social Sciences,1
11717,Postcolonial and Cultural Literary Studies,Arts and Humanities,5,2,Social Sciences,1
11794,Early Modern Spanish Literature,Arts and Humanities,5,2,Social Sciences,1
11893,German Literature and Culture Studies,Arts and Humanities,5,2,Social Sciences,1
11935,"Literacy, Media, and Education",Arts and Humanities,5,2,Social Sciences,1
12130,Contemporary Literature and Criticism,Arts and Humanities,5,2,Social Sciences,1
12184,Linguistics and Education Research,Arts and Humanities,5,2,Social Sciences,1
12214,Media Influence and Health,Arts and Humanities,5,2,Social Sciences,1
12377,Digital Humanities and Scholarship,Arts and Humanities,5,2,Social Sciences,1
12398,Poetry Analysis and Criticism,Arts and Humanities,5,2,Social Sciences,1
12457,Ecocriticism and Environmental Literature,Arts and Humanities,5,2,Social Sciences,1
12461,Narrative Theory and Analysis,Arts and Humanities,5,2,Social Sciences,1
12542,Second Language Learning and Teaching,Arts and Humanities,5,2,Social Sciences,1
12559,French Literature and Critical Theory,Arts and Humanities,5,2,Social Sciences,1
12586,"Folklore, Mythology, and Literature Studies",Arts and Humanities,5,2,Social Sciences,1
12678,Themes in Literature Analysis,Arts and Humanities,5,2,Social Sciences,1
12912,"Shakespeare, Adaptation, and Literary Criticism",Arts and Humanities,5,2,Social Sciences,1
12972,German Colonialism and Identity Studies,Arts and Humanities,5,2,Social Sciences,1
12974,Modernist Literature and Criticism,Arts and Humanities,5,2,Social Sciences,1
12977,Spanish Literature and Culture Studies,Arts and Humanities,5,2,Social Sciences,1
13024,Literary Theory and Cultural Hermeneutics,Arts and Humanities,5,2,Social Sciences,1
13028,Literature and Culture Studies,Arts and Humanities,5,2,Social Sciences,1
13145,Crime and Detective Fiction Studies,Arts and Humanities,5,2,Social Sciences,1
13174,American and British Literature Analysis,Arts and Humanities,5,2,Social Sciences,1
13179,"Literature, Culture, and Criticism",Arts and Humanities,5,2,Social Sciences,1
13245,Samuel Beckett and Modernism,Arts and Humanities,5,2,Social Sciences,1
13250,Semiotics and Representation Studies,Arts and Humanities,5,2,Social Sciences,1
13259,American Jewish Fiction Analysis,Arts and Humanities,5,2,Social Sciences,1
13329,Joseph Conrad and Literature,Arts and Humanities,5,2,Social Sciences,1
13427,Latin American Literature Analysis,Arts and Humanities,5,2,Social Sciences,1
13433,Short Stories in Global Literature,Arts and Humanities,5,2,Social Sciences,1
13450,Turkish Literature and Culture,Arts and Humanities,5,2,Social Sciences,1
13466,Comparative Literary Analysis and Criticism,Arts and Humanities,5,2,Social Sciences,1
13474,Autobiographical and Biographical Writing,Arts and Humanities,5,2,Social Sciences,1
13486,"Literature, Magical Realism, García Márquez",Arts and Humanities,5,2,Social Sciences,1
13666,Postmodernism in Literature and Education,Arts and Humanities,5,2,Social Sciences,1
13667,French Literature and Criticism,Arts and Humanities,5,2,Social Sciences,1
13672,Thomas Hardy Literature Studies,Arts and Humanities,5,2,Social Sciences,1
13704,French Literature and Poetry,Arts and Humanities,5,2,Social Sciences,1
13733,Moravian Church and William Blake,Arts and Humanities,5,2,Social Sciences,1
13778,Comparative and World Literature,Arts and Humanities,5,2,Social Sciences,1
13837,Diverse Cultural and Social Studies,Arts and Humanities,5,2,Social Sciences,1
14001,Evelyn Waugh and Hans Urs von Balthasar Studies,Arts and Humanities,5,2,Social Sciences,1
14046,Bach Studies and Logistics Development,Arts and Humanities,5,2,Social Sciences,1
14149,Historical and Literary Analyses,Arts and Humanities,5,2,Social Sciences,1
14172,Cultural and Social Studies in Latin America,Arts and Humanities,5,2,Social Sciences,1
14192,"Literature, Film, and Journalism Analysis",Arts and Humanities,5,2,Social Sciences,1
14193,Literature and Cultural Memory,Arts and Humanities,5,2,Social Sciences,1
14217,American Literature and Humor Studies,Arts and Humanities,5,2,Social Sciences,1
14247,"Borges, Kipling, and Jewish Identity",Arts and Humanities,5,2,Social Sciences,1
14305,Modern American Literature Studies,Arts and Humanities,5,2,Social Sciences,1
14385,Franz Kafka Literary Studies,Arts and Humanities,5,2,Social Sciences,1
11462,Museums and Cultural Heritage,Arts and Humanities,5,2,Social Sciences,1
12514,Fashion and Cultural Textiles,Arts and Humanities,5,2,Social Sciences,1
13268,Photographic and Visual Arts,Arts and Humanities,5,2,Social Sciences,1
13316,"Crafts, Textile, and Design",Arts and Humanities,5,2,Social Sciences,1
13367,Cultural and Sociopolitical Studies,Arts and Humanities,5,2,Social Sciences,1
13515,Cultural and Communication Design Research,Arts and Humanities,5,2,Social Sciences,1
13922,Historical Art and Culture Studies,Arts and Humanities,5,2,Social Sciences,1
14035,"Literature, Culture, and Aesthetics",Arts and Humanities,5,2,Social Sciences,1
14380,Libraries and Information Services,Arts and Humanities,5,2,Social Sciences,1
10941,Musicology and Musical Analysis,Arts and Humanities,5,2,Social Sciences,1
11113,Music History and Culture,Arts and Humanities,5,2,Social Sciences,1
11425,Diverse Music Education Insights,Arts and Humanities,5,2,Social Sciences,1
13330,"Theater, Performance, and Music History",Arts and Humanities,5,2,Social Sciences,1
13996,Diverse Musicological Studies,Arts and Humanities,5,2,Social Sciences,1
10297,Philosophical Ethics and Theory,Arts and Humanities,5,2,Social Sciences,1
11463,Classical Philosophy and Thought,Arts and Humanities,5,2,Social Sciences,1
11477,"Epistemology, Ethics, and Metaphysics",Arts and Humanities,5,2,Social Sciences,1
11982,Rhetoric and Communication Studies,Arts and Humanities,5,2,Social Sciences,1
12119,Linguistics and Discourse Analysis,Arts and Humanities,5,2,Social Sciences,1
12133,Pragmatism in Philosophy and Education,Arts and Humanities,5,2,Social Sciences,1
12164,Education Practices and Challenges,Arts and Humanities,5,2,Social Sciences,1
12308,Mental Health and Psychiatry,Arts and Humanities,5,2,Social Sciences,1
12366,"Philosophy, Ethics, and Existentialism",Arts and Humanities,5,2,Social Sciences,1
12440,Karl Barth and Christian Theology,Arts and Humanities,5,2,Social Sciences,1
12507,"Utopian, Dystopian, and Speculative Fiction",Arts and Humanities,5,2,Social Sciences,1
12511,Medieval and Classical Philosophy,Arts and Humanities,5,2,Social Sciences,1
12517,Seventeenth-Century Political and Philosophical Thought,Arts and Humanities,5,2,Social Sciences,1
12558,Wittgensteinian philosophy and applications,Arts and Humanities,5,2,Social Sciences,1
12623,"Cultural, Media, and Literary Studies",Arts and Humanities,5,2,Social Sciences,1
12726,Philosophical and Cultural Analysis,Arts and Humanities,5,2,Social Sciences,1
12743,Spanish Culture and Identity,Arts and Humanities,5,2,Social Sciences,1
12857,Medieval Philosophy and Theology,Arts and Humanities,5,2,Social Sciences,1
12927,"Memory, History, Trauma, Identity",Arts and Humanities,5,2,Social Sciences,1
12949,South Asian Studies and Diaspora,Arts and Humanities,5,2,Social Sciences,1
12957,"War, Ethics, and Justification",Arts and Humanities,5,2,Social Sciences,1
13005,Religious Studies and Spiritual Practices,Arts and Humanities,5,2,Social Sciences,1
13087,Simone de Beauvoir and Sartre,Arts and Humanities,5,2,Social Sciences,1
13144,Theology and Philosophy of Evil,Arts and Humanities,5,2,Social Sciences,1
13150,Study and Philosophy of Religion,Arts and Humanities,5,2,Social Sciences,1
13153,Rousseau and Enlightenment Thought,Arts and Humanities,5,2,Social Sciences,1
13225,Polish-Jewish Holocaust Memory Studies,Arts and Humanities,5,2,Social Sciences,1
13264,Walter Benjamin Studies Compilation,Arts and Humanities,5,2,Social Sciences,1
13277,"Media, Religion, Digital Communication",Arts and Humanities,5,2,Social Sciences,1
13301,Cultural Studies and Interdisciplinary Research,Arts and Humanities,5,2,Social Sciences,1
13462,Spanish Philosophy and Literature,Arts and Humanities,5,2,Social Sciences,1
13497,Hermeneutics and Narrative Identity,Arts and Humanities,5,2,Social Sciences,1
13545,Philosophical and Theoretical Analysis,Arts and Humanities,5,2,Social Sciences,1
13661,Reformed Theology and Governance,Arts and Humanities,5,2,Social Sciences,1
13712,Kantian Philosophy and Modern Interpretations,Arts and Humanities,5,2,Social Sciences,1
13788,Cultural Identity and Representation,Arts and Humanities,5,2,Social Sciences,1
13887,Augustinian Studies and Theology,Arts and Humanities,5,2,Social Sciences,1
13902,Indian History and Philosophy,Arts and Humanities,5,2,Social Sciences,1
13908,Scientific and Historical Analyses,Arts and Humanities,5,2,Social Sciences,1
13931,Philosophy and Historical Thought,Arts and Humanities,5,2,Social Sciences,1
13940,Philosophy and Literary Analysis,Arts and Humanities,5,2,Social Sciences,1
14024,"Education, Philosophy, and Society",Arts and Humanities,5,2,Social Sciences,1
14059,"Nietzsche, Schopenhauer, and Hegel",Arts and Humanities,5,2,Social Sciences,1
14092,"Ethics, Aesthetics, and Art",Arts and Humanities,5,2,Social Sciences,1
14148,Kierkegaardian Philosophy and Influence,Arts and Humanities,5,2,Social Sciences,1
14278,Marxism and Critical Theory,Arts and Humanities,5,2,Social Sciences,1
14314,"Violence, Religion, and Philosophy",Arts and Humanities,5,2,Social Sciences,1
14401,"Technology, Environment, Urban Planning",Arts and Humanities,5,2,Social Sciences,1
14460,"Literary, Cultural, Historical Analysis",Arts and Humanities,5,2,Social Sciences,1
10362,Biblical Studies and Interpretation,Arts and Humanities,5,2,Social Sciences,1
11563,Indian and Buddhist Studies,Arts and Humanities,5,2,Social Sciences,1
12470,Caribbean and African Literature and Culture,Arts and Humanities,5,2,Social Sciences,1
13072,Contemporary Christian Leadership and Education,Arts and Humanities,5,2,Social Sciences,1
13178,Theology and Canon Law Studies,Arts and Humanities,5,2,Social Sciences,1
13347,Christian Theology and Mission,Arts and Humanities,5,2,Social Sciences,1
13356,Early Modern Women Writers,Arts and Humanities,5,2,Social Sciences,1
13636,Pentecostalism and Christianity Studies,Arts and Humanities,5,2,Social Sciences,1
13815,Islamic Thought and Society Studies,Arts and Humanities,5,2,Social Sciences,1
13818,Cultural Studies and Colonialism,Arts and Humanities,5,2,Social Sciences,1
14063,Diverse Philosophical and Cultural Studies,Arts and Humanities,5,2,Social Sciences,1
14132,Medical Research and Islamic Perspectives,Arts and Humanities,5,2,Social Sciences,1
14321,"Religion, Theology, and Education",Arts and Humanities,5,2,Social Sciences,1
14343,Hispanic-African Historical Relations,Arts and Humanities,5,2,Social Sciences,1
14426,"Religion, Gender, and Enlightenment",Arts and Humanities,5,2,Social Sciences,1
11391,Theatre and Performance Studies,Arts and Humanities,5,2,Social Sciences,1
12179,Art Education and Development,Arts and Humanities,5,2,Social Sciences,1
12283,Latin American history and culture,Arts and Humanities,5,2,Social Sciences,1
12390,Comics and Graphic Narratives,Arts and Humanities,5,2,Social Sciences,1
12444,"Art, Politics, and Modernism",Arts and Humanities,5,2,Social Sciences,1
12632,Visual Culture and Art Theory,Arts and Humanities,5,2,Social Sciences,1
12803,Cinema History and Criticism,Arts and Humanities,5,2,Social Sciences,1
13133,Architecture and Art History Studies,Arts and Humanities,5,2,Social Sciences,1
13216,Artistic and Creative Research,Arts and Humanities,5,2,Social Sciences,1
13334,South Asian Cinema and Culture,Arts and Humanities,5,2,Social Sciences,1
13342,Art History and Market Analysis,Arts and Humanities,5,2,Social Sciences,1
13413,Cultural and Historical Studies,Arts and Humanities,5,2,Social Sciences,1
13683,"Architecture, Art, Education",Arts and Humanities,5,2,Social Sciences,1
13860,Arts and Performance Studies,Arts and Humanities,5,2,Social Sciences,1
14002,"Art, Technology, and Culture",Arts and Humanities,5,2,Social Sciences,1
14243,Creative Drama in Education,Arts and Humanities,5,2,Social Sciences,1
14322,"Art, Aesthetics, and Perception",Arts and Humanities,5,2,Social Sciences,1
10019,Corporate Finance and Governance,"Business, Management and Accounting",6,2,Social Sciences,1
10081,"Auditing, Earnings Management, Governance","Business, Management and Accounting",6,2,Social Sciences,1
10517,"Financial Literacy, Pension, Retirement Analysis","Business, Management and Accounting",6,2,Social Sciences,1
11365,Islamic Finance and Banking Studies,"Business, Management and Accounting",6,2,Social Sciences,1
11508,Corporate Taxation and Avoidance,"Business, Management and Accounting",6,2,Social Sciences,1
11653,Financial Distress and Bankruptcy Prediction,"Business, Management and Accounting",6,2,Social Sciences,1
11903,Private Equity and Venture Capital,"Business, Management and Accounting",6,2,Social Sciences,1
12123,Financial Analysis and Corporate Governance,"Business, Management and Accounting",6,2,Social Sciences,1
12276,Risk Management in Financial Firms,"Business, Management and Accounting",6,2,Social Sciences,1
12378,Accounting Education and Careers,"Business, Management and Accounting",6,2,Social Sciences,1
12509,Corporate Insolvency and Governance,"Business, Management and Accounting",6,2,Social Sciences,1
12544,Working Capital and Financial Performance,"Business, Management and Accounting",6,2,Social Sciences,1
13366,Accounting Theory and Financial Reporting,"Business, Management and Accounting",6,2,Social Sciences,1
13509,Accounting and Financial Management,"Business, Management and Accounting",6,2,Social Sciences,1
13744,Financial Literacy and Behavior,"Business, Management and Accounting",6,2,Social Sciences,1
13972,Business Law and Ethics,"Business, Management and Accounting",6,2,Social Sciences,1
14030,Taxation and Legal Issues,"Business, Management and Accounting",6,2,Social Sciences,1
14138,Life Cycle Costing Analysis,"Business, Management and Accounting",6,2,Social Sciences,1
14180,"Law, logistics, and international trade","Business, Management and Accounting",6,2,Social Sciences,1
14183,Banking Sector Performance and Management,"Business, Management and Accounting",6,2,Social Sciences,1
14239,"Business, Education, Mathematics Research","Business, Management and Accounting",6,2,Social Sciences,1
14419,Banking Systems and Strategies,"Business, Management and Accounting",6,2,Social Sciences,1
12786,Innovation and Socioeconomic Development,"Business, Management and Accounting",6,2,Social Sciences,1
14139,E-commerce and Technology Innovations,"Business, Management and Accounting",6,2,Social Sciences,1
10164,Quality and Supply Management,"Business, Management and Accounting",6,2,Social Sciences,1
10328,Supply Chain and Inventory Management,"Business, Management and Accounting",6,2,Social Sciences,1
10703,Business Process Modeling and Analysis,"Business, Management and Accounting",6,2,Social Sciences,1
10797,Accounting and Organizational Management,"Business, Management and Accounting",6,2,Social Sciences,1
10974,Advanced Queuing Theory Analysis,"Business, Management and Accounting",6,2,Social Sciences,1
11572,Information Technology Governance and Strategy,"Business, Management and Accounting",6,2,Social Sciences,1
11734,Decision Support System Applications,"Business, Management and Accounting",6,2,Social Sciences,1
11891,Big Data and Business Intelligence,"Business, Management and Accounting",6,2,Social Sciences,1
11912,Outsourcing and Supply Chain Management,"Business, Management and Accounting",6,2,Social Sciences,1
11938,ERP Systems Implementation and Impact,"Business, Management and Accounting",6,2,Social Sciences,1
11995,"FinTech, Crowdfunding, Digital Finance","Business, Management and Accounting",6,2,Social Sciences,1
12734,Information Systems and Technology Applications,"Business, Management and Accounting",6,2,Social Sciences,1
13794,Financial Reporting and XBRL,"Business, Management and Accounting",6,2,Social Sciences,1
14121,Logistics and Transportation Systems,"Business, Management and Accounting",6,2,Social Sciences,1
14187,Varied Academic Research Topics,"Business, Management and Accounting",6,2,Social Sciences,1
14320,Optics and Image Analysis,"Business, Management and Accounting",6,2,Social Sciences,1
10058,Entrepreneurship Studies and Influences,"Business, Management and Accounting",6,2,Social Sciences,1
10856,Intellectual Property and Patents,"Business, Management and Accounting",6,2,Social Sciences,1
11729,Product Development and Customization,"Business, Management and Accounting",6,2,Social Sciences,1
12594,Collaboration in agile enterprises,"Business, Management and Accounting",6,2,Social Sciences,1
12671,Management and Marketing Education,"Business, Management and Accounting",6,2,Social Sciences,1
12735,Blood donation and transfusion practices,"Business, Management and Accounting",6,2,Social Sciences,1
12885,Digital Innovation in Industries,"Business, Management and Accounting",6,2,Social Sciences,1
12945,Quality Function Deployment in Product Design,"Business, Management and Accounting",6,2,Social Sciences,1
13181,Economic and Technological Systems Analysis,"Business, Management and Accounting",6,2,Social Sciences,1
13276,University-Industry-Government Innovation Models,"Business, Management and Accounting",6,2,Social Sciences,1
13529,Education Systems and Policies,"Business, Management and Accounting",6,2,Social Sciences,1
13963,Organizational Management and Leadership,"Business, Management and Accounting",6,2,Social Sciences,1
13985,Enterprise Management and Information Systems,"Business, Management and Accounting",6,2,Social Sciences,1
14014,Transportation Systems and Infrastructure,"Business, Management and Accounting",6,2,Social Sciences,1
14147,Innovative Approaches in Technology and Social Development,"Business, Management and Accounting",6,2,Social Sciences,1
14453,Sustainability and Innovation in Business,"Business, Management and Accounting",6,2,Social Sciences,1
10145,Consumer Behavior in Brand Consumption and Identification,"Business, Management and Accounting",6,2,Social Sciences,1
10880,Environmental Sustainability in Business,"Business, Management and Accounting",6,2,Social Sciences,1
11114,Service and Product Innovation,"Business, Management and Accounting",6,2,Social Sciences,1
11161,Consumer Market Behavior and Pricing,"Business, Management and Accounting",6,2,Social Sciences,1
11536,Consumer Retail Behavior Studies,"Business, Management and Accounting",6,2,Social Sciences,1
11769,Copyright and Intellectual Property,"Business, Management and Accounting",6,2,Social Sciences,1
12384,Customer churn and segmentation,"Business, Management and Accounting",6,2,Social Sciences,1
12392,Sharing Economy and Platforms,"Business, Management and Accounting",6,2,Social Sciences,1
13025,American History and Culture,"Business, Management and Accounting",6,2,Social Sciences,1
13169,Consumer Perception and Purchasing Behavior,"Business, Management and Accounting",6,2,Social Sciences,1
13355,Marketing and Advertising Strategies,"Business, Management and Accounting",6,2,Social Sciences,1
14055,Consumer Packaging Perceptions and Trends,"Business, Management and Accounting",6,2,Social Sciences,1
14244,Consumer Behavior and Marketing Influence,"Business, Management and Accounting",6,2,Social Sciences,1
14373,Securities Regulation and Market Practices,"Business, Management and Accounting",6,2,Social Sciences,1
14477,"Management, Economics, and Public Policy","Business, Management and Accounting",6,2,Social Sciences,1
10006,Job Satisfaction and Organizational Behavior,"Business, Management and Accounting",6,2,Social Sciences,1
10154,Customer Service Quality and Loyalty,"Business, Management and Accounting",6,2,Social Sciences,1
10344,Management and Organizational Studies,"Business, Management and Accounting",6,2,Social Sciences,1
11502,Facility Location and Emergency Management,"Business, Management and Accounting",6,2,Social Sciences,1
